Species.scientific.name,Species.common.name,SeaWEED.ID,Source,Strain,Product,Production_system,Note_on_system,Description,Country,Specific_location,Year,Sample_size,Environment,Intensity,Yield_per_HA,Grow_out_period_days,Mortality_rate,FCR,Feed_type,Feed_soy_percent,Feed_othercrops_percent,Feed_FMFO_percent,Feed_animal_percent,Feed_method,Electricity_kwh,Diesel_L,Petrol_L,NaturalGas_L,Energy_demand,Energy_units,Person_entering,Date_entered,Notes,Production.volume.2018,USD.per.tonne,Taxonomy,Diet,ISSCAAP_Group,EcologyRefNo,HabitatsRef,DietTroph,DietSeTroph,DietTLu,DietseTLu,FoodTroph,FoodSeTroph,Species..Family.,ASFIS,Species..Main.grouping.,Species..Order.,Environment..Environment.,HighLevelISSCAAP
Penaeus vannamei,Whiteleg shrimp,,SFW (from expert),,,Ponds,,,Ecuador,,2013.0,,,,,,,1.2,Assumed compound,,18.5,35,0,,,,,,,,Rob,43902,"SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4966240,55",6085,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100111,CRUSTACEA,NATANTIA,Freshwater,Crustacean
Penaeus vannamei,Whiteleg shrimp,,SFW (from expert),,,Ponds,,,Ecuador,,2013.0,,,,,,,1.2,Assumed compound,,18.5,35,0,,,,,,,,Rob,43902,"SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4966240,55",6085,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100111,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus vannamei,Whiteleg shrimp,,SFW (from expert),,,Ponds,,,Ecuador,,2013.0,,,,,,,1.2,Assumed compound,,18.5,35,0,,,,,,,,Rob,43902,"SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4966240,55",6085,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100111,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Penaeus vannamei,Whiteleg shrimp,135,Chang-2017-a,,1 kg of shrimp at consumer level (including head and shell),Ecological farm,,"Shrimp harvested in an ecological farm, cooked using local methods",Taiwan,Yijhu,2014.0,1 farm,,,,,,,,,,,,,,,,,,,Rob,43902,,"4966240,55",6085,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100111,CRUSTACEA,NATANTIA,Freshwater,Crustacean
Penaeus vannamei,Whiteleg shrimp,135,Chang-2017-a,,1 kg of shrimp at consumer level (including head and shell),Ecological farm,,"Shrimp harvested in an ecological farm, cooked using local methods",Taiwan,Yijhu,2014.0,1 farm,,,,,,,,,,,,,,,,,,,Rob,43902,,"4966240,55",6085,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100111,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus vannamei,Whiteleg shrimp,135,Chang-2017-a,,1 kg of shrimp at consumer level (including head and shell),Ecological farm,,"Shrimp harvested in an ecological farm, cooked using local methods",Taiwan,Yijhu,2014.0,1 farm,,,,,,,,,,,,,,,,,,,Rob,43902,,"4966240,55",6085,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100111,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Penaeus vannamei,Whiteleg shrimp,55,Cao-2011-a,,1 tonne live weight,Intensive pond,Commercial for local consumption,"Shrimp grown using imported broodstock, intended for export to US.",China,,2008.0,9 farms,,,,,,1.6,Compound,13.0,33,49,0,,2550.0,2.0,,,,,Rob,43902,Double check energy inputs,"4966240,55",6085,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100111,CRUSTACEA,NATANTIA,Freshwater,Crustacean
Penaeus vannamei,Whiteleg shrimp,55,Cao-2011-a,,1 tonne live weight,Intensive pond,Commercial for local consumption,"Shrimp grown using imported broodstock, intended for export to US.",China,,2008.0,9 farms,,,,,,1.6,Compound,13.0,33,49,0,,2550.0,2.0,,,,,Rob,43902,Double check energy inputs,"4966240,55",6085,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100111,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus vannamei,Whiteleg shrimp,55,Cao-2011-a,,1 tonne live weight,Intensive pond,Commercial for local consumption,"Shrimp grown using imported broodstock, intended for export to US.",China,,2008.0,9 farms,,,,,,1.6,Compound,13.0,33,49,0,,2550.0,2.0,,,,,Rob,43902,Double check energy inputs,"4966240,55",6085,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100111,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Penaeus vannamei,Whiteleg shrimp,,SFW (from literature),,,Ponds,,,Mexico,,2008.0,,,,,,,2.3,Assumed compound,,19,0,0,,,,,,,,Rob,43902,"SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4966240,55",6085,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100111,CRUSTACEA,NATANTIA,Freshwater,Crustacean
Penaeus vannamei,Whiteleg shrimp,,SFW (from literature),,,Ponds,,,Mexico,,2008.0,,,,,,,2.3,Assumed compound,,19,0,0,,,,,,,,Rob,43902,"SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4966240,55",6085,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100111,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus vannamei,Whiteleg shrimp,,SFW (from literature),,,Ponds,,,Mexico,,2008.0,,,,,,,2.3,Assumed compound,,19,0,0,,,,,,,,Rob,43902,"SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4966240,55",6085,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100111,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Rachycentron canadum,Cobia,,SFW (from literature),,,Net pen,,,Panama,,2013.0,,,,,,,2.37,Assumed compound,,50,45,0,,,,,,,,Rob,43902,"SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","43705,61",2829,Teleost,Carnivorous,37,6932,9739,3.96,,3.89,0.57,4.26,0.83,RACHYCENTRIDAE,1702222101,PISCES,PERCOIDEI,Brackishwater,marine
Rachycentron canadum,Cobia,,SFW (from literature),,,Net pen,,,Panama,,2013.0,,,,,,,2.37,Assumed compound,,50,45,0,,,,,,,,Rob,43902,"SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","43705,61",2829,Teleost,Carnivorous,37,6932,9739,3.96,,3.89,0.57,4.26,0.83,RACHYCENTRIDAE,1702222101,PISCES,PERCOIDEI,Marine,marine
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Chile,,2015.0,,,,,,,1.74,Assumed compound,,15.6,59.8,20.6,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Chile,,2015.0,,,,,,,1.74,Assumed compound,,15.6,59.8,20.6,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Chile,,2015.0,,,,,,,1.74,Assumed compound,,15.6,59.8,20.6,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,79,Ellingsen-2006-a,,200 g fillet (= 460 g live weight),Marine net-pen,,"Atlantic salmon grown in net-pens, processed into fillets, transported to consumer.",Norway,,,,,,,,,1.2,Compound,9.0,19,68,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,79,Ellingsen-2006-a,,200 g fillet (= 460 g live weight),Marine net-pen,,"Atlantic salmon grown in net-pens, processed into fillets, transported to consumer.",Norway,,,,,,,,,1.2,Compound,9.0,19,68,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,79,Ellingsen-2006-a,,200 g fillet (= 460 g live weight),Marine net-pen,,"Atlantic salmon grown in net-pens, processed into fillets, transported to consumer.",Norway,,,,,,,,,1.2,Compound,9.0,19,68,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,74,Pelletier-2009-a,,1 tonne live weight,Marine net-pen,Commercial,Atlantic salmon grown in marine cages.,Norway,,2007.0,>15% regional production,,,,,,1.1,Compound,,41,59,0,,20.0,15.0,,,,,Rob,43902,Split crop and soy based on supplemental materials,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,74,Pelletier-2009-a,,1 tonne live weight,Marine net-pen,Commercial,Atlantic salmon grown in marine cages.,Norway,,2007.0,>15% regional production,,,,,,1.1,Compound,,41,59,0,,20.0,15.0,,,,,Rob,43902,Split crop and soy based on supplemental materials,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,74,Pelletier-2009-a,,1 tonne live weight,Marine net-pen,Commercial,Atlantic salmon grown in marine cages.,Norway,,2007.0,>15% regional production,,,,,,1.1,Compound,,41,59,0,,20.0,15.0,,,,,Rob,43902,Split crop and soy based on supplemental materials,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,172,Ziegler-2013-a,,1 kg edible yield,Unspecified,,"Norwegian-produced Atlantic salmon that was gutted, filleted, frozen and trucked to Paris",Norway,,2007.0,,,,,,,1.2,Compound,,,,,,24.0,15.0,0,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,172,Ziegler-2013-a,,1 kg edible yield,Unspecified,,"Norwegian-produced Atlantic salmon that was gutted, filleted, frozen and trucked to Paris",Norway,,2007.0,,,,,,,1.2,Compound,,,,,,24.0,15.0,0,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,172,Ziegler-2013-a,,1 kg edible yield,Unspecified,,"Norwegian-produced Atlantic salmon that was gutted, filleted, frozen and trucked to Paris",Norway,,2007.0,,,,,,,1.2,Compound,,,,,,24.0,15.0,0,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,174,Hognes-2014-a,,1 kg edible salmon at farm gate,Marine net-pen,,Atlantic salmon produced in marine-net pens,Norway,,2010.0,,,,,,,1.3,Compound,0.0,57,42,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,174,Hognes-2014-a,,1 kg edible salmon at farm gate,Marine net-pen,,Atlantic salmon produced in marine-net pens,Norway,,2010.0,,,,,,,1.3,Compound,0.0,57,42,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,174,Hognes-2014-a,,1 kg edible salmon at farm gate,Marine net-pen,,Atlantic salmon produced in marine-net pens,Norway,,2010.0,,,,,,,1.3,Compound,0.0,57,42,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,179,Liu-2016-a,,1 kg head-on gutted product,Land-based recirculating system,,Atlantic salmon produced in open net pens in the United States using typical US energy mix,United States,,,,,,,,,1.1,Compound,,,,,,5460.0,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,179,Liu-2016-a,,1 kg head-on gutted product,Land-based recirculating system,,Atlantic salmon produced in open net pens in the United States using typical US energy mix,United States,,,,,,,,,1.1,Compound,,,,,,5460.0,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,179,Liu-2016-a,,1 kg head-on gutted product,Land-based recirculating system,,Atlantic salmon produced in open net pens in the United States using typical US energy mix,United States,,,,,,,,,1.1,Compound,,,,,,5460.0,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Chile,,2015.0,,,,,,,1.74,Assumed compound,,15.46,60,20.6,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Chile,,2015.0,,,,,,,1.74,Assumed compound,,15.46,60,20.6,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Chile,,2015.0,,,,,,,1.74,Assumed compound,,15.46,60,20.6,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,76,Pelletier-2009-a,,1 tonne live weight,Marine net-pen,Commercial,Atlantic salmon grown in marine cages.,Canada,,2007.0,>15% regional production,,,,,,1.3,Compound,,24,32,20,,,21.0,3,1.0,,,Rob,43902,Split crop and soy based on supplemental materials,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,76,Pelletier-2009-a,,1 tonne live weight,Marine net-pen,Commercial,Atlantic salmon grown in marine cages.,Canada,,2007.0,>15% regional production,,,,,,1.3,Compound,,24,32,20,,,21.0,3,1.0,,,Rob,43902,Split crop and soy based on supplemental materials,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,76,Pelletier-2009-a,,1 tonne live weight,Marine net-pen,Commercial,Atlantic salmon grown in marine cages.,Canada,,2007.0,>15% regional production,,,,,,1.3,Compound,,24,32,20,,,21.0,3,1.0,,,Rob,43902,Split crop and soy based on supplemental materials,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Chile,,2016.0,,,,,,,1.33,Assumed compound,,18.37,71.6,10,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Chile,,2016.0,,,,,,,1.33,Assumed compound,,18.37,71.6,10,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Chile,,2016.0,,,,,,,1.33,Assumed compound,,18.37,71.6,10,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,175,Hognes-2014-a,,1 kg edible salmon at farm gate,Marine net-pen,,Atlantic salmon produced in marine-net pens using feed with a higher vegetable content that the feed used in 2010,Norway,,2012.0,,,,,,,1.2,Compound,0.0,66,31,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,175,Hognes-2014-a,,1 kg edible salmon at farm gate,Marine net-pen,,Atlantic salmon produced in marine-net pens using feed with a higher vegetable content that the feed used in 2010,Norway,,2012.0,,,,,,,1.2,Compound,0.0,66,31,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,175,Hognes-2014-a,,1 kg edible salmon at farm gate,Marine net-pen,,Atlantic salmon produced in marine-net pens using feed with a higher vegetable content that the feed used in 2010,Norway,,2012.0,,,,,,,1.2,Compound,0.0,66,31,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,73,Boissy-2011-a,,1 tonne live weight,Marine cages,Experimental,Atlantic salmon grown in marine cages; fish oil inputs replaced entirely by plant substitute.,Scotland,,2007-2009,1 farm,,,,,,1.1,Compound,18.0,26,55,0,,823.0,275.0,,,,,Rob,43902,"Experimental, consider removing","2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,73,Boissy-2011-a,,1 tonne live weight,Marine cages,Experimental,Atlantic salmon grown in marine cages; fish oil inputs replaced entirely by plant substitute.,Scotland,,2007-2009,1 farm,,,,,,1.1,Compound,18.0,26,55,0,,823.0,275.0,,,,,Rob,43902,"Experimental, consider removing","2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,73,Boissy-2011-a,,1 tonne live weight,Marine cages,Experimental,Atlantic salmon grown in marine cages; fish oil inputs replaced entirely by plant substitute.,Scotland,,2007-2009,1 farm,,,,,,1.1,Compound,18.0,26,55,0,,823.0,275.0,,,,,Rob,43902,"Experimental, consider removing","2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Norway,,2016.0,,,,,,,1.31,Assumed compound,,24.1,75.9,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Norway,,2016.0,,,,,,,1.31,Assumed compound,,24.1,75.9,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Norway,,2016.0,,,,,,,1.31,Assumed compound,,24.1,75.9,0,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,171,Ziegler-2013-a,,1 kg edible yield,Unspecified,,"Norwegian-produced Atlantic salmon that was gutted, filleted and trucked to Paris",Norway,,2007.0,,,,,,,1.2,Compound,,,,,,24.0,15.0,0,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,171,Ziegler-2013-a,,1 kg edible yield,Unspecified,,"Norwegian-produced Atlantic salmon that was gutted, filleted and trucked to Paris",Norway,,2007.0,,,,,,,1.2,Compound,,,,,,24.0,15.0,0,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,171,Ziegler-2013-a,,1 kg edible yield,Unspecified,,"Norwegian-produced Atlantic salmon that was gutted, filleted and trucked to Paris",Norway,,2007.0,,,,,,,1.2,Compound,,,,,,24.0,15.0,0,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,75,Pelletier-2009-a,,1 tonne live weight,Marine net-pen,Commercial,Atlantic salmon grown in marine cages.,UK,,2007.0,>15% regional production,,,,,,1.3,Compound,,33,67,0,,42.0,20.0,,,,,Rob,43902,Split crop and soy based on supplemental materials,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,75,Pelletier-2009-a,,1 tonne live weight,Marine net-pen,Commercial,Atlantic salmon grown in marine cages.,UK,,2007.0,>15% regional production,,,,,,1.3,Compound,,33,67,0,,42.0,20.0,,,,,Rob,43902,Split crop and soy based on supplemental materials,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,75,Pelletier-2009-a,,1 tonne live weight,Marine net-pen,Commercial,Atlantic salmon grown in marine cages.,UK,,2007.0,>15% regional production,,,,,,1.3,Compound,,33,67,0,,42.0,20.0,,,,,Rob,43902,Split crop and soy based on supplemental materials,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,77,Pelletier-2009-a,,1 tonne live weight,Marine net-pen,Commercial,Atlantic salmon grown in marine cages.,Chile,,2007.0,>15% regional production,,,,,,1.5,Compound,,43,42,15,,63.0,21.0,5,,,,Rob,43902,Split crop and soy based on supplemental materials,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,77,Pelletier-2009-a,,1 tonne live weight,Marine net-pen,Commercial,Atlantic salmon grown in marine cages.,Chile,,2007.0,>15% regional production,,,,,,1.5,Compound,,43,42,15,,63.0,21.0,5,,,,Rob,43902,Split crop and soy based on supplemental materials,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,77,Pelletier-2009-a,,1 tonne live weight,Marine net-pen,Commercial,Atlantic salmon grown in marine cages.,Chile,,2007.0,>15% regional production,,,,,,1.5,Compound,,43,42,15,,63.0,21.0,5,,,,Rob,43902,Split crop and soy based on supplemental materials,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Canada,BC,2015.0,,,,,,,1.25,Assumed compound,,35,32,33,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Canada,BC,2015.0,,,,,,,1.25,Assumed compound,,35,32,33,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Brackishwater,diadromous
Salmo salar,Atlantic salmon,,SFW (company data),,,Net pen,,,Canada,BC,2015.0,,,,,,,1.25,Assumed compound,,35,32,33,,,,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Freshwater,diadromous
Salmo salar,Atlantic salmon,72,Boissy-2011-a,,1 tonne live weight,Marine cages,Commercial,Atlantic salmon grown in marine cages with standard feed.,United Kingdom,Scotland,2007-2009,1 farm,,,,,,1.1,Compound,18.0,26,55,0,,861.0,372.0,,,,,Rob,43902,,"2435947,59",7038,Teleost,Carnivorous,23,173,173,4.5,0.26,4.54,0.06,3.76,0.75,SALMONIDAE,1230100401,PISCES,SALMONIFORMES,Marine,diadromous
